[TIMESERIES]
;;Name           Date       Time       Value     
;;-------------- ---------- ---------- ----------
RainGage6        7/22/2012  3:55       0         
RainGage6        7/22/2012  4:00       0         
RainGage6        7/22/2012  4:05       0         
RainGage6        7/22/2012  4:10       0         
RainGage6        7/22/2012  4:15       0         
RainGage6        7/22/2012  4:20       0         
RainGage6        7/22/2012  4:25       0         
RainGage6        7/22/2012  4:30       0         
RainGage6        7/22/2012  4:35       0         
RainGage6        7/22/2012  4:40       0         
RainGage6        7/22/2012  4:45       0         
RainGage6        7/22/2012  4:50       0         
RainGage6        7/22/2012  4:55       0         
RainGage6        7/22/2012  5:00       0         
RainGage6        7/22/2012  5:05       0         
RainGage6        7/22/2012  17:05       0         
