[Polygons]
;;Subcatchment   X-Coord            Y-Coord           
;;-------------- ------------------ ------------------
Stz44            505143.214         321644.905        
Stz44            505145.254         321686.992        
Stz44            505145.601         321689.750        
Stz44            505356.462         321692.432        
Stz44            505512.260         321645.680        
Stz44            505428.864         321544.658        
Stz44            505157.769         321498.710        
Stz44            505152.183         321526.361        
Stz44            505147.585         321559.398        
Stz44            505145.438         321581.201        
Stz44            505143.665         321610.331        
Stz44            505143.214         321644.905        
Stz129           505758.565         321626.186        
Stz129           505758.640         321645.458        
Stz129           505760.324         321653.606        
Stz129           506262.774         321610.093        
Stz129           506271.353         321552.986        
Stz129           506264.443         321533.415        
Stz129           506261.735         321532.103        
Stz129           505766.416         321574.999        
Stz129           505758.565         321626.186        
ST18             506999.293         321547.178        
ST18             507016.474         321590.980        
ST18             507013.607         321649.058        
ST18             507341.697         321649.226        
ST18             507342.841         321635.213        
ST18             507206.346         321568.915        
ST18             507126.256         321548.892        
ST18             507044.852         321544.969        
ST18             506999.293         321547.178        
ST61             505428.864         321544.658        
ST61             505512.260         321645.680        
ST61             505758.640         321645.458        
ST61             505758.565         321626.186        
ST61             505472.375         321542.186        
ST61             505428.864         321544.658        
Stz71            505472.375         321542.186        
Stz71            505758.565         321626.186        
Stz71            505766.416         321574.999        
Stz71            505766.926         321532.771        
Stz71            505523.176         321461.227        
Stz71            505472.375         321542.186        
Stz130           505766.416         321574.999        
Stz130           506261.735         321532.103        
Stz130           506125.215         321465.976        
Stz130           505789.674         321495.034        
Stz130           505770.345         321516.616        
Stz130           505766.926         321532.771        
Stz130           505766.416         321574.999        
Stz45            505157.769         321498.710        
Stz45            505428.864         321544.658        
Stz45            505472.375         321542.186        
Stz45            505523.176         321461.227        
Stz45            505456.562         321411.552        
Stz45            505176.798         321355.599        
Stz45            505173.946         321366.565        
Stz45            505166.288         321405.168        
Stz45            505160.965         321443.858        
Stz45            505157.896         321485.685        
Stz45            505157.769         321498.710        
Stz72            505456.562         321411.552        
Stz72            505523.176         321461.227        
Stz72            505766.926         321532.771        
Stz72            505770.345         321516.616        
Stz72            505697.417         321416.674        
Stz72            505547.005         321372.526        
Stz72            505456.562         321411.552        
Stz73            505520.896         321275.427        
Stz73            505547.005         321372.526        
Stz73            505697.417         321416.674        
Stz73            505659.805         321316.198        
Stz73            505520.896         321275.427        
Stz46            505176.798         321355.599        
Stz46            505456.562         321411.552        
Stz46            505547.005         321372.526        
Stz46            505520.896         321275.427        
Stz46            505249.087         321061.867        
Stz46            505226.635         321110.046        
Stz46            505209.695         321161.079        
Stz46            505186.323         321237.735        
Stz46            505177.858         321324.880        
Stz46            505176.798         321355.599        
Stz74            505249.087         321061.867        
Stz74            505520.896         321275.427        
Stz74            505659.805         321316.198        
Stz74            505672.211         321205.351        
Stz74            505546.447         321082.781        
Stz74            505436.284         320895.557        
Stz74            505266.819         321008.090        
Stz74            505264.157         321014.767        
Stz74            505251.639         321052.822        
Stz74            505249.087         321061.867        
