[CONDUITS]
;;Name           From Node        To Node          Length     Roughness  InOffset   OutOffset  InitFlow   MaxFlow   
;;-------------- ---------------- ---------------- ---------- ---------- ---------- ---------- ---------- ----------
22159.1          22159            22053            30.023164  0.012857   0.000000   0.000000   0.000000   0         
21697.1          21697            22013            76.226703  0.012857   0.000000   0.000000   0.000000   0         
22059.1          22059            23932            29.406498  0.012857   0.000000   0.000000   0.000000   0         
23933.1          23933            22982            17.459749  0.012857   0.000000   0.000000   0.000000   0         
25360.1          25360            22057            34.749529  0.012857   0.000000   0.400000   0.000000   0         
21776.1          21776            21685            34.324943  0.012857   0.000000   0.000000   0.000000   0         
21828.1          21828            23200            37.670757  0.012857   0.000000   0.000000   0.000000   0         
21688.1          21688            25360            41.880617  0.012857   0.000000   0.000000   0.000000   0         
22054.1          22054            22074            37.110302  0.012857   0.000000   0.000000   0.000000   0         
22012.1          22012            21696            43.352397  0.012857   0.000000   0.000000   0.000000   0         
T2.2             T2               tz102            65.090554  0.012857   0.000000   0.000000   0.000000   0         
T3.2             T3               tz93             74.490411  0.012857   0.000000   0.000000   0.000000   0         
T4.2             T4               tz91             70.854221  0.012857   0.000000   0.000000   0.000000   0         
T5.1             T5               tz90             90.964058  0.012857   0.000000   0.000000   0.000000   0         
T7.2             T7               tz83             73.587712  0.012857   0.000000   0.000000   0.000000   0         
T8.3             T8               tz81             77.902679  0.012857   0.000000   0.000000   0.000000   0         
T9.1             T9               tz155            66.005572  0.012857   0.000000   0.000000   0.000000   0         
T10.2            T10              tz75             82.804794  0.012857   0.000000   0.000000   0.000000   0         
T11.1            T11              T10              71.710000  0.012857   0.000000   0.000000   0.000000   0         
T12.1            T12              tz105            86.309393  0.012857   0.000000   0.000000   0.000000   0         
T14.1            T14              tz131            84.237269  0.012857   0.000000   0.000000   0.000000   0         
T19.1            T19              tz23             100.238567 0.012857   0.000000   0.000000   0.000000   0         
T20.1            T20              T21              80.760000  0.012857   0.000000   0.000000   0.000000   0         
T21.1            T21              T22              90.040000  0.012857   0.000000   0.000000   0.000000   0         
T22.1            T22              tz28             121.916991 0.012857   0.000000   0.000000   0.000000   0         
T23.1            T23              tz30             141.667589 0.012857   0.000000   0.000000   0.000000   0         
T27.1            T27              tz1              57.595285  0.012857   0.000000   0.000000   0.000000   0         
T28.1            T28              tz10             61.250328  0.012857   0.000000   0.000000   0.000000   0         
T29.1            T29              tz12             84.449952  0.012857   0.000000   0.000000   0.000000   0         
T30.1            T30              tz15             85.380261  0.012857   0.000000   0.000000   0.000000   0         
T34.1            T34              tz150            73.646235  0.012857   0.000000   0.000000   0.000000   0         
tz154.2          tz154            T36              98.421413  0.012857   0.000000   0.000000   0.000000   0         
T38.1            T38              T37              13.180000  0.012857   0.000000   0.000000   0.000000   0         
T39.1            T39              tz158            76.149980  0.012857   0.000000   0.000000   0.000000   0         
T40.1            T40              tz160            90.387679  0.012857   0.000000   0.000000   0.000000   0         
T46.3            T46              tz124            64.831197  0.012857   0.000000   0.000000   0.000000   0         
T47.2            T47              tz120            69.467000  0.012857   0.000000   0.000000   0.000000   0         
T48.1            T48              T49              134.140000 0.012857   0.000000   0.000000   0.000000   0         
T49.1            T49              tz62             92.582197  0.012857   0.000000   0.000000   0.000000   0         
T52.2            T52              tz149            87.854332  0.012857   0.000000   0.000000   0.000000   0         
T53.1            T53              tz147            75.667535  0.012857   0.000000   0.000000   0.000000   0         
T54.1            T54              tz47             89.813647  0.012857   0.000000   0.000000   0.000000   0         
T55.1            T55              T56              43.490000  0.012857   0.000000   1.700000   0.000000   0         
T57.1            T57              T58              125.550000 0.012857   0.000000   0.000000   0.000000   0         
T58.1            T58              tz43             147.133424 0.012857   0.000000   0.000000   0.000000   0         
T60.1            T60              tz65             97.246508  0.012857   0.000000   0.000000   0.000000   0         
T15.1            T15              T16              103.420000 0.012857   0.000000   0.000000   0.000000   0         
T4.1             T4               tz114            61.861113  0.012857   0.250000   0.000000   0.000000   0         
T56.1            T56              tz48             79.022796  0.012857   0.000000   0.000000   0.000000   0         
T41.1            T41              T60              37.250000  0.012857   0.000000   0.000000   0.000000   0         
tz52.1           tz52             tz53             67.825959  0.012857   0.000000   0.000000   0.000000   0         
T61.1            T61              tz71             84.423294  0.012857   0.000000   0.000000   0.000000   0         
T35.1            T35              T30              76.465363  0.012857   0.000000   2.019648   0.000000   0         
T13.1            T13              T4               16.423363  0.012857   0.000000   0.000000   0.000000   0         
T16.1            T16              tz132            87.333504  0.012857   0.000000   0.000000   0.000000   0         
T45.1            T45              tz127            84.698892  0.012857   0.000000   0.000000   0.000000   0         
T59.1            T59              tz44             162.100332 0.012857   0.000000   0.000000   0.000000   0         
tz1.1            tz1              tz2              63.220066  0.012857   0.000000   0.000000   0.000000   0         
tz2.1            tz2              tz3              68.382521  0.012857   0.000000   0.000000   0.000000   0         
tz3.1            tz3              tz4              72.072847  0.012857   0.000000   0.000000   0.000000   0         
tz4.1            tz4              tz5              72.617393  0.012857   0.000000   0.000000   0.000000   0         
tz5.1            tz5              tz6              75.017105  0.012857   0.000000   0.000000   0.000000   0         
tz6.1            tz6              tz7              65.801294  0.012857   0.000000   0.000000   0.000000   0         
tz7.1            tz7              tz8              75.017105  0.012857   0.000000   0.000000   0.000000   0         
tz8.1            tz8              tz9              73.726492  0.012857   0.000000   0.000000   0.000000   0         
tz9.1            tz9              T28              85.699891  0.012857   0.000000   0.000000   0.000000   0         
tz10.1           tz10             tz11             84.216065  0.012857   0.000000   0.000000   0.000000   0         
tz11.1           tz11             T29              77.353607  0.012857   0.000000   0.000000   0.000000   0         
tz12.1           tz12             tz13             71.300183  0.012857   0.000000   0.000000   0.000000   0         
tz13.1           tz13             tz14             85.564774  0.012857   0.000000   0.000000   0.000000   0         
tz14.1           tz14             T30              79.445091  0.012857   0.000000   0.000000   0.000000   0         
tz15.1           tz15             tz16             94.924161  0.012857   0.000000   0.000000   0.000000   0         
tz16.1           tz16             tz17             92.299417  0.012857   0.000000   0.000000   0.000000   0         
tz17.1           tz17             tz18             94.924161  0.012857   0.000000   0.000000   0.000000   0         
tz18.1           tz18             21775            111.962095 0.012857   0.000000   0.095072   0.000000   0         
tz23.1           tz23             tz24             118.289586 0.012857   0.000000   0.000000   0.000000   0         
tz24.1           tz24             tz25             120.519562 0.012857   0.000000   0.000000   0.000000   0         
tz25.1           tz25             tz26             124.979515 0.012857   0.000000   0.000000   0.000000   0         
tz26.1           tz26             tz27             139.232570 0.012857   0.000000   0.000000   0.000000   0         
tz27.1           tz27             T20              127.100201 0.012857   0.000000   0.000000   0.000000   0         
tz28.1           tz28             tz29             137.840579 0.012857   0.000000   0.000000   0.000000   0         
tz29.1           tz29             T23              128.902431 0.012857   0.000000   0.000000   0.000000   0         
tz30.1           tz30             tz31             145.933669 0.012857   0.000000   0.000000   0.000000   0         
tz31.1           tz31             tz32             140.823095 0.012857   0.000000   0.000000   0.000000   0         
tz36.1           tz36             tz148            78.420826  0.012857   0.000000   0.000000   0.000000   0         
tz37.1           tz37             tz151            87.145774  0.012857   0.000000   0.000000   0.000000   0         
tz38.1           tz38             tz152            81.747693  0.012857   0.000000   0.000000   0.000000   0         
tz39.1           tz39             tz156            78.590269  0.012857   0.000000   0.000000   0.000000   0         
tz40.1           tz40             tz157            87.568538  0.012857   0.000000   0.000000   0.000000   0         
tz41.1           tz41             tz159            81.837022  0.012857   0.000000   0.000000   0.000000   0         
tz42.1           tz42             tz161            83.702783  0.012857   0.000000   0.000000   0.000000   0         
tz43.1           tz43             T59              180.666576 0.012857   0.000000   0.000000   0.000000   0         
tz44.1           tz44             tz45             122.803968 0.012857   0.000000   0.900000   0.000000   0         
tz45.1           tz45             tz46             146.495724 0.012857   0.000000   0.000000   0.000000   0         
tz46.1           tz46             dscout1breakA    280.513797 0.012857   0.000000   0          0.000000   0         
tz47.1           tz47             T55              79.976353  0.012857   0.000000   0.000000   0.000000   0         
tz48.1           tz48             tz49             92.497698  0.012857   0.000000   0.000000   0.000000   0         
tz49.1           tz49             tz50             89.651671  0.012857   0.000000   0.000000   0.000000   0         
tz50.1           tz50             tz51             73.998221  0.012857   0.000000   0.000000   0.000000   0         
tz51.1           tz51             T41              64.409613  0.012857   0.000000   0.000000   0.000000   0         
T60.2            T60              tz52             67.914465  0.012857   0.000000   0.000000   0.000000   0         
tz53.1           tz53             tz54             73.957970  0.012857   0.000000   0.000000   0.000000   0         
tz54.1           tz54             tz55             77.023976  0.012857   0.000000   0.000000   0.000000   0         
tz55.1           tz55             tz56             78.148091  0.012857   0.000000   0.000000   0.000000   0         
tz56.1           tz56             tz57             71.164556  0.012857   0.000000   0.000000   0.000000   0         
tz57.1           tz57             tz58             79.272206  0.012857   0.000000   0.000000   0.000000   0         
tz58.1           tz58             tz59             72.254924  0.012857   0.000000   0.000000   0.000000   0         
tz59.1           tz59             T46              77.977854  0.012857   0.000000   0.200000   0.000000   0         
tz60.1           tz60             tz61             94.501138  0.012857   0.000000   0.000000   0.000000   0         
tz61.1           tz61             T48              101.619835 0.012857   0.000000   2.000000   0.000000   0         
tz62.1           tz62             tz63             59.891887  0.012857   0.000000   0.000000   0.000000   0         
tz63.1           tz63             tz64             75.532581  0.012857   0.000000   0.000000   0.000000   0         
tz64.1           tz64             DD18B            71.523335  0.012857   0.000000   0          0.000000   0         
tz65.1           tz65             tz66             100.595932 0.012857   0.000000   0.000000   0.000000   0         
tz66.1           tz66             tz67             96.227275  0.012857   0.000000   0.000000   0.000000   0         
tz67.1           tz67             tz68             88.938742  0.012857   0.000000   0.000000   0.000000   0         
tz68.1           tz68             tz69             84.562210  0.012857   0.000000   0.000000   0.000000   0         
tz69.1           tz69             tz70             110.806967 0.012857   0.000000   0.000000   0.000000   0         
tz70.1           tz70             T61              109.152367 0.012857   0.000000   0.000000   0.000000   0         
tz71.1           tz71             tz72             99.554238  0.012857   0.000000   0.000000   0.000000   0         
tz72.1           tz72             tz73             84.089475  0.012857   0.000000   0.000000   0.000000   0         
tz73.1           tz73             tz74             87.541456  0.012857   0.000000   0.000000   0.000000   0         
tz74.1           tz74             dscout1breakB    95.051537  0.012857   0.000000   0.000000   0.000000   0         
tz75.2           tz75             tz76             86.966601  0.012857   0.000000   0.000000   0.000000   0         
tz76.2           tz76             tz77             85.443254  0.012857   0.000000   0.000000   0.000000   0         
tz77.2           tz77             tz78             73.236386  0.012857   0.000000   0.000000   0.000000   0         
tz78.2           tz78             tz79             82.390934  0.012857   0.000000   0.000000   0.000000   0         
tz79.2           tz79             tz80             74.762947  0.012857   0.000000   0.000000   0.000000   0         
tz80.2           tz80             T8               78.425084  0.012857   0.000000   0.000000   0.000000   0         
tz81.3           tz81             tz82             89.762700  0.012857   0.000000   0.000000   0.000000   0         
tz82.3           tz82             T7               108.814620 0.012857   0.000000   0.000000   0.000000   0         
tz83.2           tz83             tz84             85.443592  0.012857   0.000000   0.000000   0.000000   0         
tz84.2           tz84             tz85             82.391996  0.012857   0.000000   0.000000   0.000000   0         
tz85.2           tz85             tz86             90.020906  0.012857   0.000000   0.000000   0.000000   0         
tz86.2           tz86             tz87             79.340460  0.012857   0.000000   0.000000   0.000000   0         
tz87.2           tz87             tz88             73.237367  0.012857   0.000000   0.000000   0.000000   0         
tz88.2           tz88             tz89             90.020906  0.012857   0.000000   0.000000   0.000000   0         
tz89.2           tz89             T5               120.137060 0.012857   0.000000   0.000000   0.000000   0         
tz90.1           tz90             T13              97.065942  0.012857   0.000000   0.000000   0.000000   0         
tz91.2           tz91             tz92             84.226088  0.012857   0.000000   0.000000   0.000000   0         
tz92.2           tz92             T3               85.239692  0.012857   0.000000   0.000000   0.000000   0         
tz93.2           tz93             tz94             83.913529  0.012857   0.000000   0.000000   0.000000   0         
tz94.2           tz94             tz95             73.247021  0.012857   0.000000   0.000000   0.000000   0         
tz95.2           tz95             tz96             73.206832  0.012857   0.000000   0.000000   0.000000   0         
tz96.2           tz96             tz97             74.826307  0.012857   0.000000   0.000000   0.000000   0         
tz97.2           tz97             tz98             76.244837  0.012857   0.000000   0.000000   0.000000   0         
tz98.2           tz98             tz99             74.799514  0.012857   0.000000   0.000000   0.000000   0         
tz99.2           tz99             tz100            77.770538  0.012857   0.000000   0.000000   0.000000   0         
tz100.2          tz100            tz101            67.157615  0.012857   0.000000   0.000000   0.000000   0         
tz101.2          tz101            T2               73.763395  0.012857   0.000000   0.000000   0.000000   0         
tz102.2          tz102            tz103            70.185400  0.012857   0.000000   0.000000   0.000000   0         
tz103.2          tz103            tz104            79.334666  0.012857   0.000000   0.000000   0.000000   0         
tz104.2          tz104            DD18C            105.559380 0.012857   0.000000   0.000000   0.000000   0         
tz105.1          tz105            tz106            73.856624  0.012857   0.000000   0.000000   0.000000   0         
tz106.1          tz106            tz107            76.079059  0.012857   0.000000   0.000000   0.000000   0         
tz107.1          tz107            tz108            72.745406  0.012857   0.000000   0.000000   0.000000   0         
tz108.1          tz108            tz109            69.351017  0.012857   0.000000   0.000000   0.000000   0         
tz109.1          tz109            tz110            62.683711  0.012857   0.000000   0.000000   0.000000   0         
tz110.1          tz110            tz111            71.588636  0.012857   0.000000   0.000000   0.000000   0         
tz111.1          tz111            tz112            64.875778  0.012857   0.000000   0.000000   0.000000   0         
tz112.1          tz112            tz113            62.653343  0.012857   0.000000   0.000000   0.000000   0         
tz113.1          tz113            T13              64.707035  0.012857   0.000000   2.880000   0.000000   0         
tz114.1          tz114            tz115            68.249210  0.012857   0.000000   0.000000   0.000000   0         
tz115.1          tz115            tz116            66.011533  0.012857   0.000000   0.000000   0.000000   0         
tz116.1          tz116            tz117            62.654852  0.012857   0.000000   0.000000   0.000000   0         
tz117.1          tz117            tz118            66.011423  0.012857   0.000000   0.000000   0.000000   0         
tz118.1          tz118            tz119            78.318813  0.012857   0.000000   0.000000   0.000000   0         
tz119.1          tz119            T47              83.723055  0.012857   0.000000   0.000000   0.000000   0         
tz120.2          tz120            tz121            75.621878  0.012857   0.000000   0.000000   0.000000   0         
tz121.2          tz121            tz122            68.051649  0.012857   0.000000   0.000000   0.000000   0         
tz122.2          tz122            tz123            65.483232  0.012857   0.000000   0.000000   0.000000   0         
tz123.2          tz123            T46              63.836241  0.012857   0.000000   0.000000   0.000000   0         
tz124.3          tz124            tz125            73.052502  0.012857   0.000000   0.000000   0.000000   0         
tz125.3          tz125            tz126            82.596739  0.012857   0.000000   0.000000   0.000000   0         
tz126.3          tz126            T45              101.439561 0.012857   0.000000   0.000000   0.000000   0         
tz127.1          tz127            tz128            87.792644  0.012857   0.000000   0.000000   0.000000   0         
tz128.1          tz128            tz129            82.517454  0.012857   0.000000   0.000000   0.000000   0         
tz129.1          tz129            tz130            73.059217  0.012857   0.000000   0.000000   0.000000   0         
tz130.1          tz130            DD18A            422.484599 0.012857   0.000000   0          0.000000   0         
tz131.1          tz131            T15              88.602731  0.012857   0.000000   0.000000   0.000000   0         
tz132.1          tz132            T62              82.421637  0.012857   0.000000   0.000000   0.000000   0         
tz32.1           tz32             22058            52.674661  0.012857   0.000000   0.000000   0.000000   0         
tz147.1          tz147            tz36             68.285615  0.012857   0.000000   0.000000   0.000000   0         
tz148.1          tz148            T52              62.676024  0.012857   0.000000   0.000000   0.000000   0         
tz149.2          tz149            T51              89.035668  0.012857   0.000000   0.000000   0.000000   0         
tz150.1          tz150            tz37             81.252084  0.012857   0.000000   0.000000   0.000000   0         
tz151.1          tz151            tz38             105.767110 0.012857   0.000000   0.000000   0.000000   0         
tz152.1          tz152            T35              80.431104  0.012857   0.000000   0.000000   0.000000   0         
T36.1            T36              T23              71.264637  0.012857   0.000000   1.649648   0.000000   0         
T37.1            T37              tz154            97.348587  0.012857   0.000000   0.000000   0.000000   0         
tz155.1          tz155            tz39             75.990585  0.012857   0.000000   0.000000   0.000000   0         
tz156.1          tz156            tz40             74.168767  0.012857   0.000000   0.000000   0.000000   0         
tz157.1          tz157            T8               85.056268  0.012857   0.000000   0.100000   0.000000   0         
tz158.1          tz158            tz41             67.020001  0.012857   0.000000   0.000000   0.000000   0         
tz159.1          tz159            T40              75.642997  0.012857   0.000000   0.000000   0.000000   0         
tz160.1          tz160            tz42             79.470174  0.012857   0.000000   0.000000   0.000000   0         
tz161.1          tz161            T41              81.849363  0.012857   0.000000   0.400000   0.000000   0         
T17.1            T17              T18              31.374004  0.012857   0.000000   0.000000   0.000000   0         
T62.1            T62              TZ133            56.352994  0.012857   0.000000   0.000000   0.000000   0         
TZ133.1          TZ133            TZ134            50.785824  0.012857   0.000000   0.000000   0.000000   0         
TZ134.1          TZ134            TZ135            69.059619  0.012857   0.000000   0.000000   0.000000   0         
TZ135.1          TZ135            TZ136            67.043766  0.012857   0.000000   0.000000   0.000000   0         
TZ136.1          TZ136            TZ137            75.149599  0.012857   0.000000   0.000000   0.000000   0         
TZ137.1          TZ137            TZ138            68.051692  0.012857   0.000000   0.000000   0.000000   0         
TZ138.1          TZ138            TZ139            68.047836  0.012857   0.000000   0.000000   0.000000   0         
TZ139.1          TZ139            TZ140            81.251148  0.012857   0.000000   0.000000   0.000000   0         
TZ140.1          TZ140            TZ141            88.364479  0.012857   0.000000   0.000000   0.000000   0         
TZ141.1          TZ141            TZ142            86.329344  0.012857   0.000000   0.000000   0.000000   0         
TZ142.1          TZ142            TZ143            77.192446  0.012857   0.000000   0.000000   0.000000   0         
TZ143.1          TZ143            TZ144            73.126033  0.012857   0.000000   0.000000   0.000000   0         
TZ144.1          TZ144            TZ145            78.204229  0.012857   0.000000   0.000000   0.000000   0         
TZ145.1          TZ145            TZ146            63.989135  0.012857   0.000000   0.000000   0.000000   0         
TZ146.1          TZ146            TZ1461           68.051692  0.012857   0.000000   0.000000   0.000000   0         
TZ1461.1         TZ1461           TZ1462           62.961927  0.012857   0.000000   0.000000   0.000000   0         
TZ1462.1         TZ1462           TZ1463           71.106323  0.012857   0.000000   0.000000   0.000000   0         
TZ1463.1         TZ1463           T17              83.611914  0.012857   0.000000   0.000000   0.000000   0         
T51.1            T51              T34              22.020719  0.012857   0.000000   0.000000   0.000000   0         
T18.1            T18              DD19             127.449786 0.012857   0.000000   0.000000   0.000000   0         
