[SUBCATCHMENTS]
;;Name           Rain Gage        Outlet           Area     %Imperv  Width    %Slope   CurbLen  SnowPack        
;;-------------- ---------------- ---------------- -------- -------- -------- -------- -------- ----------------
Stz2             1                tz2              5.083682 100.000000 127.207946 0.236633 0.000000                 
Stz23            2                tz23             3.518897 100.000000 105.834768 0.200000 0.000000                 
Stz109           2                tz109            4.655948 100.000000 121.738831 0.200000 0.000000                 
ST53             1                T53              20.007719 100.000000 252.361936 0.200000 0.000000                 
Stz3             1                tz3              4.944296 100.000000 125.451921 0.281462 0.000000                 
Stz155           2                tz155            5.316271 100.000000 130.085414 0.419388 0.000000                 
Stz84            2                tz84             6.577832 100.000000 144.699302 0.200000 0.000000                 
Stz24            2                tz24             3.505805 100.000000 105.637708 0.200000 0.000000                 
Stz131           2                tz131            1.046730 100.000000 57.722148 0.466550 0.000000                 
Stz4             1                tz4              4.570318 100.000000 120.614156 0.200000 0.000000                 
ST12             2                T12              0.424290 100.000000 36.749924 0.200000 0.000000                 
Stz39            2                tz39             5.211324 100.000000 128.795030 0.310300 0.000000                 
Stz83            2                tz83             5.599824 100.000000 133.509530 0.200000 0.000000                 
Stz110           2                tz110            3.713446 100.000000 108.721049 0.200000 0.000000                 
Stz77            2                tz77             4.697291 100.000000 122.278128 0.200000 0.000000                 
ST15             2                T15              1.671537 100.000000 72.942902 0.200000 0.000000                 
Stz5             1                tz5              4.134890 100.000000 114.724726 0.238044 0.000000                 
Stz156           2                tz156            4.083139 100.000000 114.004536 0.404790 0.000000                 
Stz76            2                tz76             4.891439 100.000000 124.779545 0.200000 0.000000                 
ST7              2                T7               4.927919 100.000000 125.243971 0.200000 0.000000                 
Stz78            2                tz78             3.494522 100.000000 105.467578 0.200000 0.000000                 
Stz25            2                tz25             2.311960 100.000000 85.785760 0.200000 0.000000                 
ST16             2                T16              2.039275 100.000000 80.568068 0.200000 0.000000                 
Stz82            2                tz82             3.592917 100.000000 106.942080 0.200000 0.000000                 
Stz75            2                tz75             3.458890 100.000000 104.928496 0.200000 0.000000                 
Stz40            2                tz40             2.946556 100.000000 96.846165 0.200000 0.000000                 
Stz6             1                tz6              3.400051 100.000000 104.032206 0.200000 0.000000                 
Stz111           2                tz111            2.697313 100.000000 92.659670 0.200000 0.000000                 
Stz79            2                tz79             2.304073 100.000000 85.639308 0.200000 0.000000                 
Stz26            1                tz26             0.973844 100.000000 55.676216 0.200000 0.000000                 
ST10             1                T10              1.985569 100.000000 79.500076 0.200000 0.000000                 
Stz7             1                tz7              3.132433 100.000000 99.854115 0.200000 0.000000                 
Stz157           2                tz157            1.589325 100.000000 71.126508 0.464587 0.000000                 
Stz81            2                tz81             1.489171 100.000000 68.848952 0.200000 0.000000                 
Stz80            2                tz80             1.058058 100.000000 58.033649 0.200000 0.000000                 
Stz132           2                tz132            2.232592 100.000000 84.300424 0.735742 0.000000                 
Stz112           2                tz112            1.690925 100.000000 73.364717 0.220242 0.000000                 
ST11             1                T11              0.779900 100.000000 49.824667 0.237255 0.000000                 
Stz8             1                tz8              2.846707 100.000000 95.191125 0.246211 0.000000                 
ST8              2                T8               0.591162 100.000000 43.378881 0.200000 0.000000                 
Stz90            2                tz90             1.530169 100.000000 69.790253 0.558827 0.000000                 
ST62             2                T62              1.393464 100.000000 66.599813 0.200000 0.000000                 
Stz113           2                tz113            0.862841 100.000000 52.407142 0.652926 0.000000                 
Stz27            1                tz27             0.862098 100.000000 52.384557 0.200000 0.000000                 
ST39             2                T39              0.862729 100.000000 52.403743 0.623787 0.000000                 
Stz9             1                tz9              2.897091 100.000000 96.029821 0.609760 0.000000                 
STZ133           2                TZ133            1.592283 100.000000 71.192651 0.741302 0.000000                 
ST13             2                T13              0.338304 100.000000 32.815485 0.910183 0.000000                 
Stz158           2                tz158            1.822389 100.000000 76.163284 0.560394 0.000000                 
STZ134           2                TZ134            1.841864 100.000000 76.569157 0.200000 0.000000                 
ST28             1                T28              2.945806 100.000000 96.833832 1.008769 0.000000                 
ST3              2                T3               4.947009 100.000000 125.486326 0.200000 0.000000                 
ST20             1                T20              1.904457 100.000000 77.859325 1.041437 0.000000                 
Stz92            2                tz92             2.429245 100.000000 87.934782 0.200000 0.000000                 
ST4              2                T4               0.298704 100.000000 30.835115 0.859334 0.000000                 
Stz91            2                tz91             1.264844 100.000000 63.451748 0.200000 0.000000                 
Stz114           2                tz114            0.864559 100.000000 52.459280 0.200000 0.000000                 
Stz115           2                tz115            1.789748 100.000000 75.478106 1.420553 0.000000                 
STZ135           2                TZ135            3.203646 100.000000 100.982776 0.353318 0.000000                 
Stz41            2                tz41             2.910810 100.000000 96.256924 0.654796 0.000000                 
Stz116           2                tz116            2.209496 100.000000 83.863246 1.193960 0.000000                 
Stz117           2                tz117            2.547081 100.000000 90.042265 1.081592 0.000000                 
ST21             1                T21              2.049541 100.000000 80.770614 1.674976 0.000000                 
Stz10            1                tz10             2.180145 100.000000 83.304370 1.592545 0.000000                 
Stz118           2                tz118            3.254536 100.000000 101.781678 0.400140 0.000000                 
STZ136           2                TZ136            3.882220 100.000000 111.164248 0.200000 0.000000                 
Stz159           2                tz159            4.194381 100.000000 115.547091 0.716196 0.000000                 
Stz119           2                tz119            3.952901 100.000000 112.171636 0.335337 0.000000                 
ST47             2                T47              5.249080 100.000000 129.260747 0.200000 0.000000                 
ST22             1                T22              3.344725 100.000000 103.182316 1.020895 0.000000                 
Stz11            1                tz11             2.440172 100.000000 88.132337 1.548029 0.000000                 
Stz147           1                tz147            2.750125 100.000000 93.562378 0.200000 0.000000                 
STZ137           2                TZ137            3.918136 100.000000 111.677278 0.407745 0.000000                 
ST40             2                T40              5.391945 100.000000 131.007991 0.468069 0.000000                 
Stz93            2                tz93             3.028813 100.000000 98.188644 0.200000 0.000000                 
Stz48            2                tz48             3.793199 100.000000 109.882337 0.200000 0.000000                 
ST56             1                T56              2.445684 100.000000 88.231817 0.200000 0.000000                 
Stz36            1                tz36             2.810794 100.000000 94.588770 0.227634 0.000000                 
STZ138           2                TZ138            3.739656 100.000000 109.104056 0.285015 0.000000                 
ST29             1                T29              2.744865 100.000000 93.472869 0.797080 0.000000                 
Stz28            1                tz28             3.198791 100.000000 100.906230 0.906053 0.000000                 
Stz55            2                tz55             4.633960 100.000000 121.451028 0.236815 0.000000                 
Stz56            2                tz56             4.500517 100.000000 119.689561 0.269955 0.000000                 
Stz160           2                tz160            4.613822 100.000000 121.186843 0.377298 0.000000                 
Stz54            2                tz54             3.581775 100.000000 106.776140 0.200000 0.000000                 
Stz94            2                tz94             3.452995 100.000000 104.839034 0.200000 0.000000                 
Stz49            2                tz49             4.211336 100.000000 115.780397 0.200000 0.000000                 
Stz120           2                tz120            3.920971 100.000000 111.717672 0.200000 0.000000                 
Stz151           1                tz151            5.803559 100.000000 135.916522 0.229934 0.000000                 
STZ139           2                TZ139            4.115045 100.000000 114.449092 0.313951 0.000000                 
Stz148           1                tz148            2.433973 100.000000 88.020320 0.200000 0.000000                 
Stz12            1                tz12             1.899692 100.000000 77.761873 0.851323 0.000000                 
ST55             1                T55              1.170878 100.000000 61.049329 0.200000 0.000000                 
Stz38            1                tz38             4.230542 100.000000 116.044105 0.200000 0.000000                 
Stz53            2                tz53             2.323798 100.000000 86.005107 0.200000 0.000000                 
Stz57            2                tz57             3.440855 100.000000 104.654576 0.222726 0.000000                 
Stz42            2                tz42             2.925410 100.000000 96.498023 0.525536 0.000000                 
Stz95            2                tz95             3.452564 100.000000 104.832504 0.200000 0.000000                 
Stz47            1                tz47             1.487821 100.000000 68.817730 0.200000 0.000000                 
Stz37            1                tz37             5.211255 100.000000 128.794179 0.200000 0.000000                 
Stz50            2                tz50             2.397007 100.000000 87.349359 0.200000 0.000000                 
ST52             1                T52              2.048497 100.000000 80.750038 0.200000 0.000000                 
STZ140           2                TZ140            4.693163 100.000000 122.224386 0.769830 0.000000                 
Stz121           2                tz121            3.068917 100.000000 98.836571 0.200000 0.000000                 
Stz29            1                tz29             1.401792 100.000000 66.798525 0.255092 0.000000                 
Stz13            1                tz13             1.382244 100.000000 66.331145 0.513168 0.000000                 
Stz52            2                tz52             1.286569 100.000000 63.994345 0.229379 0.000000                 
Stz96            2                tz96             3.719265 100.000000 108.806191 0.200000 0.000000                 
Stz152           1                tz152            2.251530 100.000000 84.657202 0.309592 0.000000                 
Stz161           2                tz161            1.437190 100.000000 67.636672 0.329134 0.000000                 
Stz58            2                tz58             2.314098 100.000000 85.825426 0.204961 0.000000                 
Stz150           1                tz150            4.828167 100.000000 123.969887 0.310492 0.000000                 
Stz149           1                tz149            1.660474 100.000000 72.701118 0.200000 0.000000                 
Stz51            2                tz51             0.990878 100.000000 56.161029 0.200000 0.000000                 
ST54             1                T54              0.738524 100.000000 48.485005 0.200000 0.000000                 
STZ141           2                TZ141            4.670386 100.000000 121.927438 0.759441 0.000000                 
Stz14            1                tz14             0.820779 100.000000 51.113794 0.200000 0.000000                 
Stz122           2                tz122            1.871358 100.000000 77.179780 0.200000 0.000000                 
ST60             2                T60              0.514268 100.000000 40.459428 0.200000 0.000000                 
Stz97            2                tz97             3.781939 100.000000 109.719122 0.200000 0.000000                 
ST35             1                T35              0.898530 100.000000 53.480002 0.200000 0.000000                 
ST48             2                T48              5.464663 100.000000 131.888451 1.128511 0.000000                 
ST41             2                T41              0.353042 100.000000 33.522656 0.200000 0.000000                 
ST34             1                T34              2.528579 100.000000 89.714634 0.396215 0.000000                 
ST51             1                T51              73.719955 100.000000 484.415012 0.439403 0.000000                 
Stz59            2                tz59             1.147995 100.000000 60.449826 0.414814 0.000000                 
ST23             1                T23              0.354078 100.000000 33.571787 0.200000 0.000000                 
Stz61            2                tz61             3.334029 100.000000 103.017200 0.200000 0.000000                 
STZ142           2                TZ142            2.486453 100.000000 88.964173 0.735113 0.000000                 
ST30             1                T30              0.331444 100.000000 32.481054 0.200000 0.000000                 
Stz123           2                tz123            0.900170 100.000000 53.528781 0.200000 0.000000                 
ST37             1                T37              0.170847 100.000000 23.320003 0.200000 0.000000                 
Stz154           1                tz154            1.380761 100.000000 66.295550 0.200000 0.000000                 
ST36             1                T36              0.679684 100.000000 46.513437 0.200000 0.000000                 
Stz98            2                tz98             3.481942 100.000000 105.277564 0.200000 0.000000                 
ST38             1                T38              4.602966 100.000000 121.044191 0.287607 0.000000                 
ST57             2                T57              0.734967 100.000000 48.368086 0.200000 0.000000                 
Stz65            2                tz65             1.048479 100.000000 57.770342 0.200000 0.000000                 
Stz60            2                tz60             1.343866 100.000000 65.403819 0.200000 0.000000                 
STZ143           2                TZ143            2.141548 100.000000 82.563673 0.200000 0.000000                 
Stz15            1                tz15             1.281800 100.000000 63.875622 0.200000 0.000000                 
ST46             2                T46              0.494357 100.000000 39.668459 0.200000 0.000000                 
Stz99            2                tz99             3.326354 100.000000 102.898557 0.200000 0.000000                 
Stz30            1                tz30             1.989525 100.000000 79.579240 0.200000 0.000000                 
ST58             2                T58              2.588128 100.000000 90.764905 0.200000 0.000000                 
Stz66            2                tz66             1.809044 100.000000 75.883905 0.200000 0.000000                 
Stz124           2                tz124            0.873368 100.000000 52.725863 0.200000 0.000000                 
STZ144           2                TZ144            2.204248 100.000000 83.763597 0.573303 0.000000                 
ST49             2                T49              3.553912 100.000000 106.360022 0.200000 0.000000                 
Stz100           2                tz100            2.969262 100.000000 97.218591 0.200000 0.000000                 
Stz16            1                tz16             2.200524 100.000000 83.692795 0.332497 0.000000                 
Stz125           2                tz125            2.055832 100.000000 80.894482 0.200000 0.000000                 
STZ145           2                TZ145            2.114354 100.000000 82.037778 0.320978 0.000000                 
Stz31            1                tz31             3.878328 100.000000 111.108509 0.411218 0.000000                 
Stz101           2                tz101            2.747724 100.000000 93.521528 0.200000 0.000000                 
Stz67            2                tz67             2.511073 100.000000 89.403537 0.200000 0.000000                 
Stz43            2                tz43             4.755977 100.000000 123.039611 0.200000 0.000000                 
Stz126           2                tz126            3.737670 100.000000 109.075073 0.200000 0.000000                 
Stz17            1                tz17             3.030867 100.000000 98.221932 0.200000 0.000000                 
STZ146           2                TZ146            2.002643 100.000000 79.841158 0.455546 0.000000                 
ST2              2                T2               2.663383 100.000000 92.075039 0.200000 0.000000                 
ST45             2                T45              4.905807 100.000000 124.962671 0.200000 0.000000                 
Stz68            2                tz68             3.035973 100.000000 98.304637 0.200000 0.000000                 
Stz18            1                tz18             4.209893 100.000000 115.760547 0.630617 0.000000                 
Stz62            2                tz62             2.686169 100.000000 92.468050 0.200000 0.000000                 
STZ1461          2                TZ1461           2.020622 100.000000 80.198745 0.200000 0.000000                 
Stz32            1                tz32             3.291795 100.000000 102.362642 0.234918 0.000000                 
Stz102           2                tz102            2.601814 100.000000 91.004566 0.200000 0.000000                 
ST59             2                T59              5.294859 100.000000 129.823188 0.200000 0.000000                 
Stz69            2                tz69             2.995658 100.000000 97.649767 0.200000 0.000000                 
STZ1462          2                TZ1462           2.102705 100.000000 81.811481 0.200000 0.000000                 
Stz63            2                tz63             2.465048 100.000000 88.580431 0.200000 0.000000                 
Stz103           2                tz103            2.866912 100.000000 95.528342 0.200000 0.000000                 
Stz127           2                tz127            8.401294 100.000000 163.530272 0.200000 0.000000                 
STZ1463          2                TZ1463           2.469988 100.000000 88.669131 0.200000 0.000000                 
Stz64            2                tz64             8.746211 100.000000 166.853395 0.848952 0.000000                 
Stz104           2                tz104            7.803564 100.000000 157.605566 0.200000 0.000000                 
Stz70            2                tz70             3.576226 100.000000 106.693401 0.200000 0.000000                 
Stz128           2                tz128            0.041522 100.000000 11.496397 0.215316 0.000000                 
ST17             2                T17              1.882589 100.000000 77.411024 0.789956 0.000000                 
Stz44            2                tz44             5.257555 100.000000 129.365052 0.200000 0.000000                 
Stz129           2                tz129            3.950738 100.000000 112.140938 0.257270 0.000000                 
ST18             2                T18              2.536926 100.000000 89.862597 0.591342 0.000000                 
ST61             2                T61              1.780930 100.000000 75.291942 0.200000 0.000000                 
Stz71            2                tz71             2.555520 100.000000 90.191308 0.200000 0.000000                 
Stz130           2                tz130            3.297280 100.000000 102.447878 0.200000 0.000000                 
Stz45            2                tz45             4.644429 100.000000 121.588138 0.230196 0.000000                 
Stz72            2                tz72             2.316593 100.000000 85.871675 0.200000 0.000000                 
Stz73            2                tz73             1.293783 100.000000 64.173497 0.209909 0.000000                 
Stz46            2                tz46             7.684050 100.000000 156.394023 0.497136 0.000000                 
Stz74            2                tz74             8.080532 100.000000 160.378092 1.181522 0.000000                 
